client_id,age,gender,state,occupation,income,income_band,join_year,nationality,marital,education
C128393,32,Female,QLD,Blue-Collar,82445,Medium,2023,Australian,married,high.school
C128394,51,Male,WA,Services,111269,Medium,2020,Indian,married,high.school
C128395,41,Male,NSW,Technician,118914,Medium,2020,Australian,married,university.degree
C128396,48,Male,NSW,Blue-Collar,117756,Medium,2021,Australian,married,basic.9y
C128397,33,Female,VIC,Services,90654,Medium,2023,Indian,divorced,university.degree
C128398,36,Female,SA,Admin,128466,Medium,2022,Australian,married,university.degree
C128399,45,Male,NSW,Admin,89945,Medium,2024,Other,married,high.school
C128400,33,Male,VIC,Technician,90808,Medium,2023,British,single,university.degree
C128401,33,Female,QLD,Technician,101067,Medium,2021,Other,single,university.degree
C128402,30,Male,QLD,Self-Employed,88985,Medium,2024,Australian,single,university.degree
C128403,30,Female,WA,Self-Employed,103731,Medium,2023,Australian,single,university.degree
C128404,30,Male,NSW,Self-Employed,78871,Medium,2024,Australian,single,university.degree
C128405,30,Male,QLD,Self-Employed,100400,Medium,2021,Australian,single,university.degree
C128406,30,Female,WA,Self-Employed,106668,Medium,2022,Chinese,single,university.degree
C128407,30,Male,NSW,Self-Employed,116494,Medium,2024,Australian,single,university.degree
C128408,30,Female,NSW,Self-Employed,106867,Medium,2021,Australian,single,university.degree
C128409,45,Female,WA,Admin,124805,Medium,2019,Australian,single,unknown
C128410,35,Female,WA,Services,86382,Medium,2024,Other,married,high.school
C128411,52,Female,VIC,Admin,114930,Medium,2020,Australian,married,university.degree
C128412,42,Male,VIC,Self-Employed,82149,Medium,2024,Australian,married,university.degree
C128413,30,Female,WA,Blue-Collar,70332,Low,2023,British,married,basic.4y
C128414,37,Female,VIC,Technician,109391,Medium,2024,Australian,divorced,professional.course
C128415,46,Female,QLD,Technician,107627,Medium,2023,Australian,single,basic.9y
C128416,49,Male,VIC,Blue-Collar,72461,Low,2023,Australian,married,basic.6y
C128417,33,Male,NSW,Self-Employed,96568,Medium,2020,Australian,married,university.degree
C128418,30,Male,VIC,Self-Employed,95691,Medium,2021,Australian,single,university.degree
C128419,52,Male,QLD,Admin,94551,Medium,2021,Australian,married,high.school
C128420,45,Female,NSW,Entrepreneur,115350,Medium,2022,Australian,divorced,university.degree
C128421,33,Male,NSW,Technician,102248,Medium,2021,Australian,single,university.degree
C128422,50,Female,NSW,Blue-Collar,100392,Medium,2023,Other,married,high.school
C128423,30,Female,QLD,Self-Employed,92825,Medium,2022,Australian,single,university.degree
C128424,36,Female,QLD,Retired,104878,Medium,2022,Australian,married,high.school
C128425,41,Male,NSW,Blue-Collar,101721,Medium,2023,Chinese,married,basic.9y
C128426,47,Female,NSW,Technician,109550,Medium,2020,Indian,divorced,professional.course
C128427,54,Female,QLD,Self-Employed,139307,Medium,2022,New Zealander,married,basic.9y
C128428,43,Male,NSW,Entrepreneur,85252,Medium,2021,British,married,high.school
C128429,28,Female,NSW,Services,99786,Medium,2019,British,single,high.school
C128430,46,Male,NSW,Technician,90488,Medium,2023,Australian,single,basic.9y
C128431,45,Female,WA,Admin,113526,Medium,2020,Australian,married,university.degree
C128432,36,Male,VIC,Admin,104940,Medium,2020,Australian,single,university.degree
C128433,48,Female,NSW,Blue-Collar,74859,Low,2022,Australian,married,basic.4y
C128434,29,Male,WA,Blue-Collar,76283,Medium,2020,Australian,married,basic.9y
C128435,41,Female,VIC,Admin,123263,Medium,2022,Australian,married,university.degree
C128436,40,Female,TAS,Services,81128,Medium,2021,Australian,married,basic.6y
C128437,36,Female,NT,Blue-Collar,88622,Medium,2021,Chinese,married,basic.9y
C128438,57,Male,NSW,Services,116376,Medium,2024,Australian,married,high.school
C128439,37,Male,QLD,Blue-Collar,94643,Medium,2023,Chinese,married,professional.course
C128440,33,Female,QLD,Services,71176,Low,2021,Australian,married,high.school
C128441,30,Male,VIC,Admin,101444,Medium,2024,Australian,single,university.degree
C128442,26,Male,NT,Unemployed,100239,Medium,2023,Australian,single,university.degree
C128443,41,Female,QLD,Technician,114396,Medium,2024,Australian,married,high.school
C128444,36,Female,NSW,Blue-Collar,79581,Medium,2019,Australian,married,basic.4y
C128445,36,Female,NSW,Blue-Collar,84574,Medium,2022,Other,married,basic.9y
C128446,34,Male,NSW,Self-Employed,106570,Medium,2021,Indian,single,university.degree
C128447,30,Female,NSW,Admin,79650,Medium,2024,Australian,married,university.degree
C128448,24,Male,QLD,Admin,94597,Medium,2023,New Zealander,single,high.school
C128449,41,Male,VIC,Technician,103645,Medium,2024,Australian,married,professional.course
C128450,41,Female,QLD,Admin,96499,Medium,2022,Australian,divorced,university.degree
C128451,34,Female,NSW,Admin,110408,Medium,2023,Australian,married,university.degree
C128452,42,Male,VIC,Admin,101168,Medium,2024,Other,single,professional.course
C128453,42,Male,WA,Admin,95363,Medium,2021,Australian,single,professional.course
C128454,45,Female,NSW,Blue-Collar,96416,Medium,2022,Australian,married,basic.9y
C128455,37,Male,WA,Admin,104962,Medium,2024,Australian,single,university.degree
C128456,73,Male,NSW,Retired,111630,Medium,2021,Australian,divorced,basic.4y
C128457,45,Male,NSW,Blue-Collar,102518,Medium,2022,Chinese,married,basic.9y
C128458,34,Male,QLD,Admin,79653,Medium,2020,Australian,single,university.degree
C128459,38,Male,QLD,Blue-Collar,88642,Medium,2021,Australian,married,basic.9y
C128460,34,Male,VIC,Admin,104503,Medium,2022,Australian,single,university.degree
C128461,46,Male,NSW,Admin,109062,Medium,2020,Australian,married,professional.course
C128462,34,Female,VIC,Admin,68007,Low,2023,Australian,single,university.degree
C128463,42,Female,VIC,Services,91081,Medium,2020,Australian,single,basic.6y
C128464,59,Male,QLD,Blue-Collar,88782,Medium,2024,Australian,married,basic.9y
C128465,46,Female,NSW,Blue-Collar,107729,Medium,2021,Australian,divorced,basic.9y
C128466,34,Male,VIC,Self-Employed,97412,Medium,2023,Australian,single,university.degree
C128467,34,Female,NSW,Admin,108996,Medium,2023,Australian,single,university.degree
C128468,35,Male,VIC,Blue-Collar,68345,Low,2023,Australian,married,basic.9y
C128469,34,Female,VIC,Admin,99588,Medium,2022,Australian,single,university.degree
C128470,34,Male,NSW,Unemployed,106995,Medium,2023,New Zealander,single,university.degree
C128471,24,Female,VIC,Services,117469,Medium,2024,Other,single,high.school
C128472,48,Female,NSW,Blue-Collar,108135,Medium,2024,New Zealander,single,basic.9y
C128473,34,Female,QLD,Admin,108267,Medium,2021,Indian,single,university.degree
C128474,24,Male,QLD,Services,108634,Medium,2022,British,single,high.school
C128475,48,Female,WA,Blue-Collar,97405,Medium,2022,British,single,basic.9y
C128476,24,Female,VIC,Services,83106,Medium,2021,Australian,single,high.school
C128477,24,Female,NSW,Services,81738,Medium,2023,Indian,single,high.school
C128478,59,Female,NSW,Retired,126084,Medium,2019,Australian,married,university.degree
C128479,47,Male,WA,Self-Employed,65909,Low,2022,Australian,married,basic.9y
C128480,34,Female,NSW,Self-Employed,102128,Medium,2024,Australian,single,university.degree
C128481,24,Female,QLD,Services,87021,Medium,2021,New Zealander,single,high.school
C128482,24,Female,VIC,Services,82430,Medium,2020,Indian,single,high.school
C128483,55,Female,NSW,Admin,83879,Medium,2022,Australian,single,high.school
C128484,30,Male,VIC,Admin,89702,Medium,2021,New Zealander,single,university.degree
C128485,55,Male,VIC,Admin,83846,Medium,2020,Australian,married,high.school
C128486,42,Female,NSW,Self-Employed,130185,Medium,2024,Australian,married,university.degree
C128487,26,Male,NSW,Unemployed,97012,Medium,2023,Australian,single,university.degree
C128488,26,Male,NSW,Unemployed,75348,Medium,2023,Australian,single,university.degree
C128489,26,Male,NSW,Unemployed,97622,Medium,2020,New Zealander,single,university.degree
C128490,28,Male,WA,Blue-Collar,101745,Medium,2024,British,single,university.degree
C128491,35,Female,NSW,Admin,97863,Medium,2023,Other,married,university.degree
C128492,44,Female,QLD,Blue-Collar,76134,Medium,2023,Australian,married,basic.6y
C128493,30,Female,SA,Admin,83361,Medium,2021,Australian,single,university.degree
C128494,57,Male,NSW,Technician,118308,Medium,2020,Australian,married,professional.course
C128495,57,Male,NSW,Technician,116474,Medium,2024,Australian,married,professional.course
C128496,45,Male,QLD,Blue-Collar,76335,Medium,2021,Australian,married,basic.9y
C128497,56,Female,QLD,Management,103589,Medium,2020,Australian,married,basic.9y
C128498,30,Male,QLD,Admin,75495,Medium,2024,Australian,married,university.degree
C128499,30,Female,WA,Admin,102889,Medium,2023,Australian,married,university.degree
C128500,45,Male,NSW,Blue-Collar,104303,Medium,2021,New Zealander,married,basic.9y
C128501,46,Female,NSW,Blue-Collar,80262,Medium,2021,Australian,divorced,basic.9y
C128502,30,Male,QLD,Admin,82900,Medium,2023,Australian,married,university.degree
C128503,39,Female,NSW,Admin,94074,Medium,2023,Australian,married,university.degree
C128504,71,Female,NSW,Retired,110972,Medium,2021,Australian,married,basic.4y
C128505,25,Female,SA,Admin,90332,Medium,2022,Australian,single,university.degree
C128506,28,Male,QLD,Blue-Collar,96557,Medium,2024,Australian,single,university.degree
C128507,42,Male,TAS,Self-Employed,114177,Medium,2020,Other,married,university.degree
C128508,46,Male,VIC,Technician,131046,Medium,2020,Australian,married,professional.course
C128509,31,Male,WA,Blue-Collar,97774,Medium,2022,Australian,single,unknown
C128510,34,Female,VIC,Blue-Collar,69970,Low,2024,Australian,single,high.school
C128511,57,Male,VIC,Admin,84640,Medium,2022,Australian,married,high.school
C128512,33,Male,VIC,Management,118479,Medium,2022,British,married,university.degree
C128513,61,Female,QLD,Retired,129966,Medium,2020,Australian,married,university.degree
C128514,36,Male,VIC,Services,96977,Medium,2020,Australian,married,high.school
C128515,45,Female,NSW,Admin,95638,Medium,2020,Australian,single,basic.9y
C128516,36,Female,NSW,Admin,98523,Medium,2020,Australian,married,university.degree
C128517,45,Female,NSW,Blue-Collar,96648,Medium,2022,New Zealander,married,basic.9y
C128518,42,Male,NSW,Admin,97229,Medium,2023,Australian,married,university.degree
C128519,69,Male,VIC,Retired,143312,High,2019,New Zealander,divorced,university.degree
C128520,26,Male,VIC,Unemployed,93802,Medium,2024,Australian,single,university.degree
C128521,28,Male,QLD,Admin,78961,Medium,2019,Indian,single,university.degree
C128522,23,Male,TAS,Technician,72560,Low,2023,Australian,single,professional.course
C128523,29,Male,WA,Admin,87797,Medium,2024,Australian,single,university.degree
C128524,38,Female,QLD,Admin,113510,Medium,2024,British,married,university.degree
C128525,47,Female,TAS,Blue-Collar,98162,Medium,2024,Australian,married,professional.course
C128526,41,Male,NSW,Blue-Collar,68007,Low,2024,Chinese,married,basic.6y
C128527,42,Female,QLD,Blue-Collar,92318,Medium,2023,Australian,married,basic.9y
C128528,46,Male,NSW,Admin,97287,Medium,2023,Australian,divorced,university.degree
C128529,49,Male,QLD,Admin,129729,Medium,2022,Australian,married,unknown
C128530,70,Male,SA,Retired,123395,Medium,2022,Other,married,basic.4y
C128531,67,Male,NSW,Retired,110199,Medium,2022,Australian,married,professional.course
C128532,39,Male,QLD,Technician,104363,Medium,2024,Chinese,single,professional.course
C128533,56,Male,NSW,Admin,90537,Medium,2020,Australian,married,basic.9y
C128534,23,Female,WA,Student,60224,Low,2021,Australian,single,basic.4y
C128535,37,Female,VIC,Self-Employed,89979,Medium,2023,Australian,divorced,basic.9y
C128536,56,Male,NSW,Entrepreneur,111819,Medium,2023,New Zealander,married,basic.9y
C128537,38,Female,VIC,Technician,108120,Medium,2024,Australian,divorced,university.degree
C128538,32,Male,NSW,Unemployed,99006,Medium,2024,Australian,single,university.degree
C128539,34,Male,NSW,Technician,75725,Medium,2022,Australian,divorced,professional.course
C128540,70,Male,NSW,Retired,102510,Medium,2024,Australian,married,basic.4y
C128541,56,Female,VIC,Blue-Collar,107422,Medium,2024,Australian,married,basic.9y
C128542,56,Male,VIC,Blue-Collar,84697,Medium,2023,Australian,married,basic.9y
C128543,43,Female,NSW,Management,105241,Medium,2023,Australian,married,basic.6y
C128544,25,Female,NSW,Student,79346,Medium,2020,Australian,single,high.school
C128545,47,Female,VIC,Admin,97775,Medium,2019,Australian,married,high.school
C128546,58,Female,WA,Retired,116510,Medium,2022,Australian,divorced,university.degree
C128547,30,Female,NSW,Admin,77384,Medium,2024,Australian,married,university.degree
C128548,45,Female,VIC,Services,107434,Medium,2024,Other,married,high.school
C128549,30,Male,SA,Management,89124,Medium,2024,Australian,single,university.degree
C128550,29,Male,VIC,Unemployed,82154,Medium,2019,Australian,single,high.school
C128551,36,Female,VIC,Self-Employed,61286,Low,2021,Australian,divorced,basic.9y
C128552,66,Male,NSW,Retired,122732,Medium,2024,British,married,basic.4y
C128553,44,Male,VIC,Management,90774,Medium,2023,Australian,married,basic.6y
C128554,44,Female,VIC,Management,103979,Medium,2024,Australian,married,basic.6y
C128555,40,Male,NSW,Management,98242,Medium,2024,Australian,single,basic.9y
C128556,53,Female,NSW,Retired,119827,Medium,2020,New Zealander,married,high.school
C128557,53,Male,QLD,Retired,99780,Medium,2019,Australian,married,high.school
C128558,35,Male,TAS,Technician,86581,Medium,2024,British,married,professional.course
C128559,41,Female,WA,Entrepreneur,108902,Medium,2021,Australian,single,professional.course
C128560,44,Male,QLD,Technician,112262,Medium,2024,Other,single,professional.course
C128561,35,Male,NSW,Technician,97454,Medium,2019,Australian,married,professional.course
C128562,44,Male,VIC,Technician,119613,Medium,2020,Australian,single,professional.course
C128563,41,Male,NSW,Services,102448,Medium,2023,Australian,single,high.school
C128564,32,Male,NSW,Admin,100867,Medium,2019,Australian,married,university.degree
C128565,41,Female,NSW,Services,86481,Medium,2020,Australian,married,high.school
C128566,32,Female,NSW,Admin,104931,Medium,2023,British,married,university.degree
C128567,52,Male,SA,Entrepreneur,112544,Medium,2020,Indian,married,university.degree
C128568,44,Male,NSW,Technician,123718,Medium,2020,Australian,married,professional.course
C128569,60,Male,NT,Housemaid,111219,Medium,2024,Australian,married,basic.4y
C128570,40,Male,VIC,Blue-Collar,112936,Medium,2019,Australian,divorced,unknown
C128571,59,Female,NSW,Admin,114816,Medium,2023,Australian,divorced,university.degree
C128572,49,Female,TAS,Management,120965,Medium,2023,Australian,married,university.degree
C128573,21,Female,VIC,Admin,86679,Medium,2022,Australian,single,high.school
C128574,32,Female,NSW,Unemployed,112481,Medium,2024,Other,single,university.degree
C128575,32,Male,VIC,Unemployed,107631,Medium,2024,Australian,single,university.degree
C128576,44,Male,VIC,Unemployed,109942,Medium,2022,Indian,divorced,basic.9y
C128577,36,Male,NSW,Housemaid,72892,Low,2023,Australian,married,basic.4y
C128578,42,Male,SA,Blue-Collar,100068,Medium,2024,Australian,married,basic.4y
C128579,29,Female,NSW,Technician,81268,Medium,2024,Australian,single,university.degree
C128580,58,Female,NSW,Retired,121713,Medium,2020,Australian,divorced,university.degree
C128581,26,Female,NSW,Admin,72729,Low,2022,Australian,single,high.school
C128582,66,Female,NT,Retired,99409,Medium,2023,Australian,married,basic.4y
C128583,32,Male,NSW,Unemployed,108862,Medium,2020,Australian,single,university.degree
C128584,44,Male,QLD,Technician,97194,Medium,2021,Other,single,professional.course
C128585,32,Male,NSW,Admin,108523,Medium,2024,Other,single,high.school
C128586,70,Male,NSW,Retired,94275,Medium,2022,Australian,married,basic.4y
C128587,67,Female,VIC,Retired,114035,Medium,2020,Chinese,married,professional.course
C128588,27,Male,WA,Technician,83702,Medium,2020,Other,single,professional.course
C128589,37,Female,SA,Admin,99832,Medium,2024,Chinese,married,university.degree
C128590,52,Female,VIC,Blue-Collar,102575,Medium,2021,New Zealander,married,basic.4y
C128591,33,Male,NSW,Admin,100362,Medium,2019,Australian,married,university.degree
C128592,52,Female,VIC,Blue-Collar,108068,Medium,2019,Australian,married,basic.4y
C128593,33,Male,NSW,Admin,84123,Medium,2021,Other,married,university.degree
C128594,57,Female,NSW,Technician,122655,Medium,2022,Australian,married,high.school
C128595,26,Male,NSW,Admin,73958,Low,2020,Australian,single,high.school
C128596,57,Male,VIC,Technician,117487,Medium,2024,Australian,married,high.school
C128597,57,Female,NSW,Technician,128054,Medium,2024,Australian,married,high.school
C128598,58,Female,NSW,Retired,100993,Medium,2022,British,divorced,university.degree
C128599,31,Male,NSW,Admin,116242,Medium,2023,Australian,married,university.degree
C128600,43,Male,NSW,Management,88107,Medium,2024,Australian,married,basic.6y
C128601,25,Female,NSW,Student,67070,Low,2022,Australian,single,high.school
C128602,25,Female,QLD,Student,78036,Medium,2022,Australian,single,high.school
C128603,25,Male,NSW,Student,87578,Medium,2019,Indian,single,high.school
C128604,30,Female,NSW,Admin,83183,Medium,2024,Australian,married,university.degree
C128605,33,Female,NSW,Admin,69475,Low,2023,Australian,single,university.degree
C128606,31,Male,QLD,Admin,93512,Medium,2019,Australian,single,university.degree
C128607,55,Female,VIC,Blue-Collar,84289,Medium,2022,Australian,single,basic.4y
C128608,37,Female,QLD,Services,99664,Medium,2024,New Zealander,married,basic.9y
C128609,33,Male,NSW,Blue-Collar,68429,Low,2022,Australian,married,basic.9y
C128610,51,Male,NSW,Management,144788,High,2020,Other,married,unknown
C128611,37,Male,WA,Admin,103614,Medium,2020,Australian,married,university.degree
C128612,56,Female,SA,Entrepreneur,104362,Medium,2019,Australian,married,basic.9y
C128613,30,Female,NSW,Admin,98977,Medium,2022,Australian,married,university.degree
C128614,66,Male,QLD,Retired,85242,Medium,2024,New Zealander,married,basic.4y
C128615,30,Male,QLD,Management,90337,Medium,2022,Australian,single,university.degree
C128616,45,Female,NT,Management,130446,Medium,2023,Other,married,university.degree
C128617,54,Female,NSW,Blue-Collar,88258,Medium,2022,Australian,married,basic.4y
C128618,43,Male,QLD,Blue-Collar,85496,Medium,2020,Australian,married,basic.6y
C128619,71,Female,NSW,Retired,116252,Medium,2019,Australian,married,high.school
C128620,39,Male,QLD,Technician,124024,Medium,2023,Australian,single,professional.course
C128621,40,Female,VIC,Blue-Collar,77264,Medium,2022,Australian,single,basic.4y
C128622,39,Female,QLD,Technician,91428,Medium,2020,Australian,single,professional.course
C128623,55,Female,QLD,Admin,133196,Medium,2019,Australian,married,high.school
C128624,41,Male,NT,Services,82250,Medium,2024,Australian,single,high.school
C128625,36,Male,TAS,Management,100231,Medium,2022,Australian,married,university.degree
C128626,51,Male,VIC,Entrepreneur,94648,Medium,2022,Australian,married,illiterate
C128627,51,Female,NSW,Entrepreneur,96331,Medium,2022,Australian,married,illiterate
C128628,63,Female,NSW,Retired,116332,Medium,2022,Australian,married,unknown
C128629,26,Female,NSW,Blue-Collar,68820,Low,2021,Australian,married,basic.9y
C128630,42,Female,SA,Blue-Collar,100708,Medium,2022,Australian,married,basic.9y
C128631,47,Female,WA,Entrepreneur,85526,Medium,2023,Indian,married,university.degree
C128632,30,Female,NSW,Admin,96130,Medium,2022,Australian,married,high.school
C128633,26,Male,NSW,Blue-Collar,88361,Medium,2021,Australian,married,basic.9y
C128634,39,Male,NSW,Management,110059,Medium,2024,Australian,single,university.degree
C128635,26,Female,NSW,Blue-Collar,76814,Medium,2020,Indian,married,basic.9y
C128636,35,Male,NSW,Services,96970,Medium,2022,New Zealander,married,high.school
C128637,29,Female,NSW,Admin,107731,Medium,2020,Australian,married,university.degree
C128638,39,Male,VIC,Management,83001,Medium,2023,Australian,single,university.degree
C128639,57,Male,QLD,Technician,133977,Medium,2023,Australian,married,university.degree
C128640,40,Male,NT,Entrepreneur,89946,Medium,2020,Australian,married,professional.course
C128641,29,Male,WA,Admin,100559,Medium,2022,Australian,single,university.degree
C128642,33,Male,NSW,Blue-Collar,73887,Low,2021,Australian,married,basic.9y
C128643,38,Female,QLD,Blue-Collar,93982,Medium,2023,Australian,married,basic.9y
C128644,38,Male,NSW,Blue-Collar,59918,Low,2020,Indian,married,basic.4y
C128645,64,Male,SA,Retired,88589,Medium,2020,Australian,married,basic.6y
C128646,57,Male,NSW,Retired,98093,Medium,2021,Other,married,basic.4y
C128647,29,Male,QLD,Admin,107876,Medium,2019,Other,single,university.degree
C128648,48,Male,NSW,Blue-Collar,93435,Medium,2021,Australian,married,basic.4y
C128649,33,Female,NSW,Admin,100399,Medium,2022,Australian,married,university.degree
C128650,42,Male,SA,Services,109922,Medium,2023,Other,married,high.school
C128651,52,Male,QLD,Services,103336,Medium,2022,Australian,divorced,high.school
C128652,54,Female,SA,Entrepreneur,125129,Medium,2024,Other,divorced,unknown
C128653,45,Female,QLD,Entrepreneur,99694,Medium,2023,New Zealander,married,university.degree
C128654,37,Female,NSW,Entrepreneur,92582,Medium,2021,Australian,married,professional.course
C128655,52,Male,NSW,Retired,92922,Medium,2023,Australian,married,basic.4y
C128656,31,Female,QLD,Technician,96604,Medium,2019,Australian,married,university.degree
C128657,52,Female,NSW,Blue-Collar,89607,Medium,2021,Chinese,divorced,basic.4y
C128658,27,Female,WA,Services,94295,Medium,2023,Australian,single,university.degree
C128659,27,Female,SA,Services,88858,Medium,2023,Australian,single,university.degree
C128660,27,Female,QLD,Services,95663,Medium,2020,Other,single,university.degree
C128661,35,Female,QLD,Admin,97613,Medium,2022,British,married,university.degree
C128662,45,Female,NSW,Blue-Collar,71252,Low,2019,Other,married,basic.4y
C128663,40,Male,NSW,Blue-Collar,92209,Medium,2020,Australian,married,basic.9y
C128664,44,Male,NSW,Entrepreneur,99876,Medium,2023,Australian,divorced,university.degree
C128665,27,Male,VIC,Blue-Collar,71528,Low,2020,Australian,single,basic.4y
C128666,27,Female,QLD,Blue-Collar,61166,Low,2022,Australian,single,basic.4y
C128667,43,Male,NSW,Services,113056,Medium,2023,Australian,married,high.school
C128668,36,Male,QLD,Blue-Collar,88273,Medium,2023,Australian,married,basic.4y
C128669,32,Male,NSW,Blue-Collar,67807,Low,2021,Australian,married,basic.9y
C128670,42,Male,WA,Blue-Collar,88200,Medium,2022,New Zealander,married,basic.4y
C128671,32,Female,QLD,Blue-Collar,97755,Medium,2019,New Zealander,married,basic.9y
C128672,45,Male,QLD,Entrepreneur,74272,Low,2021,Chinese,married,basic.4y
C128673,27,Female,NSW,Blue-Collar,58723,Low,2023,Indian,single,basic.4y
C128674,54,Male,WA,Blue-Collar,100921,Medium,2024,Australian,married,basic.4y
C128675,27,Male,QLD,Blue-Collar,53464,Low,2021,Australian,single,basic.4y
C128676,32,Female,NSW,Blue-Collar,71070,Low,2023,Australian,married,basic.9y
C128677,44,Male,NSW,Technician,98524,Medium,2021,Australian,divorced,professional.course
C128678,24,Female,WA,Management,100170,Medium,2022,Chinese,single,university.degree
C128679,54,Female,VIC,Blue-Collar,83791,Medium,2024,Indian,married,basic.4y
C128680,40,Female,VIC,Blue-Collar,83785,Medium,2024,Other,married,basic.9y
C128681,44,Male,TAS,Technician,101720,Medium,2024,Australian,divorced,professional.course
C128682,31,Male,NSW,Blue-Collar,86332,Medium,2024,Australian,married,basic.4y
C128683,52,Female,QLD,Blue-Collar,80087,Medium,2019,Australian,divorced,basic.4y
C128684,29,Female,VIC,Admin,63259,Low,2022,Australian,single,high.school
C128685,32,Male,NSW,Admin,75838,Medium,2024,Australian,married,university.degree
C128686,24,Male,QLD,Management,99524,Medium,2023,Australian,single,university.degree
C128687,44,Male,TAS,Blue-Collar,103290,Medium,2021,Australian,married,high.school
C128688,29,Female,NSW,Blue-Collar,92833,Medium,2020,Chinese,single,basic.9y
C128689,46,Female,NSW,Technician,97268,Medium,2024,Australian,married,professional.course
C128690,54,Male,SA,Management,113925,Medium,2024,New Zealander,married,university.degree
C128691,26,Female,NSW,Blue-Collar,104428,Medium,2024,Australian,married,basic.9y
C128692,37,Female,QLD,Admin,93822,Medium,2022,Australian,married,university.degree
C128693,40,Female,VIC,Entrepreneur,81639,Medium,2020,Australian,married,basic.9y
C128694,35,Female,VIC,Admin,91998,Medium,2023,Australian,married,professional.course
C128695,27,Female,QLD,Blue-Collar,75509,Medium,2021,Australian,single,basic.4y
C128696,45,Female,QLD,Services,97809,Medium,2019,Chinese,divorced,basic.4y
C128697,40,Male,NSW,Services,90527,Medium,2023,Chinese,married,high.school
C128698,41,Male,NSW,Blue-Collar,74030,Low,2023,Australian,married,basic.4y
C128699,43,Female,VIC,Management,107292,Medium,2024,Australian,married,unknown
C128700,43,Male,NSW,Management,102089,Medium,2024,Australian,married,unknown
C128701,32,Female,QLD,Admin,78383,Medium,2021,Indian,single,university.degree
C128702,51,Female,VIC,Blue-Collar,114745,Medium,2023,British,married,basic.6y
C128703,37,Male,NSW,Admin,82067,Medium,2023,Australian,single,high.school
C128704,35,Male,VIC,Admin,81047,Medium,2019,Other,single,high.school
C128705,37,Female,VIC,Technician,100921,Medium,2023,Australian,divorced,professional.course
C128706,50,Male,NSW,Blue-Collar,94734,Medium,2023,Australian,married,basic.9y
C128707,59,Female,NSW,Blue-Collar,108567,Medium,2022,Australian,married,basic.9y
C128708,38,Female,VIC,Entrepreneur,95118,Medium,2021,Chinese,married,university.degree
C128709,39,Male,VIC,Blue-Collar,117522,Medium,2019,Australian,married,unknown
C128710,45,Male,VIC,Blue-Collar,116124,Medium,2023,Indian,married,unknown
C128711,31,Male,VIC,Technician,97359,Medium,2024,Australian,single,professional.course
C128712,56,Male,TAS,Admin,91605,Medium,2024,Chinese,married,basic.9y
C128713,38,Male,VIC,Technician,118619,Medium,2021,Chinese,married,professional.course
C128714,32,Female,NSW,Admin,91255,Medium,2022,Australian,single,university.degree
C128715,47,Female,QLD,Admin,80537,Medium,2022,Australian,single,high.school
C128716,46,Male,NSW,Self-Employed,110553,Medium,2023,Australian,divorced,basic.9y
C128717,47,Male,NT,Admin,86734,Medium,2023,Australian,single,high.school
C128718,55,Male,NSW,Management,106972,Medium,2023,Australian,married,basic.4y
C128719,43,Male,VIC,Management,80679,Medium,2022,Australian,married,unknown
C128720,26,Female,NSW,Admin,83676,Medium,2019,Australian,single,university.degree
C128721,36,Female,QLD,Blue-Collar,115220,Medium,2023,Australian,married,unknown
C128722,31,Female,VIC,Blue-Collar,79612,Medium,2021,Australian,married,basic.9y
C128723,41,Female,WA,Self-Employed,115228,Medium,2023,Chinese,married,university.degree
C128724,29,Female,NSW,Admin,79827,Medium,2022,Australian,single,university.degree
C128725,69,Female,QLD,Retired,138322,Medium,2021,Australian,married,unknown
C128726,36,Female,WA,Blue-Collar,101345,Medium,2023,Australian,married,unknown
C128727,27,Male,WA,Admin,81370,Medium,2021,Indian,single,high.school
C128728,27,Female,VIC,Admin,102921,Medium,2024,Australian,single,high.school
C128729,44,Male,VIC,Blue-Collar,102755,Medium,2020,Australian,married,basic.6y
C128730,19,Female,NSW,Student,87254,Medium,2019,Australian,single,basic.9y
C128731,45,Male,NSW,Blue-Collar,101105,Medium,2021,Australian,married,basic.9y
C128732,70,Male,NSW,Retired,124090,Medium,2019,Chinese,married,unknown
C128733,47,Male,WA,Entrepreneur,102695,Medium,2024,Australian,married,university.degree
C128734,20,Male,NSW,Student,63709,Low,2021,Australian,single,high.school
C128735,31,Female,TAS,Blue-Collar,64315,Low,2024,British,married,basic.9y
C128736,47,Female,VIC,Blue-Collar,82512,Medium,2023,Australian,married,basic.9y
C128737,33,Male,WA,Blue-Collar,80901,Medium,2022,Australian,divorced,basic.9y
C128738,32,Male,NSW,Admin,78500,Medium,2024,Other,single,university.degree
C128739,38,Male,TAS,Services,95730,Medium,2023,Australian,married,high.school
C128740,31,Female,QLD,Blue-Collar,77702,Medium,2022,Australian,married,basic.9y
C128741,50,Female,QLD,Self-Employed,102089,Medium,2020,Chinese,married,university.degree
C128742,42,Male,NSW,Entrepreneur,108407,Medium,2024,Australian,married,basic.9y
C128743,33,Female,SA,Technician,85456,Medium,2020,Australian,married,professional.course
C128744,37,Female,QLD,Blue-Collar,98058,Medium,2022,Australian,married,basic.9y
C128745,34,Male,QLD,Blue-Collar,48049,Low,2023,Australian,married,basic.4y
C128746,42,Female,VIC,Blue-Collar,80193,Medium,2022,Australian,married,basic.4y
